MutationFrequencyDifferenceRatio	Concordance	Probability	Gene0	Gene1	CooccurrenceRatio	MutationFrequency1	MutationFrequency0	MutationFrequencies	Somatic	Overlap	Coverage	RoundedLogPCov	MutationFrequencyDifference	Type	GeneSet	PermutationProbability
0.8275862068965517	False	0.6811518135923802	AMPD1	CDK4(A)	0.0	53	5	[5, 53]	2	0	58	1.9	48	MutuallyExclusive	('AMPD1', 'CDK4(A)')	0.04
0.6593406593406593	False	0.48174221896886538	PTEN	HMCN1	0.01098901098901099	16	76	[76, 16]	2	1	91	2.3	60	MutuallyExclusive	('PTEN', 'HMCN1')	0.0
0.782608695652174	False	0.74496723730333625	PCDH17	MDM4(A)	0.0	41	5	[5, 41]	2	0	46	1.8	36	MutuallyExclusive	('PCDH17', 'MDM4(A)')	0.04
0.23214285714285715	False	0.70899342698166656	MIR3201(D),FAM19A5(D),LOC339685(D)	RB1(D)	0.017857142857142856	35	22	[22, 35]	2	1	56	1.9	13	MutuallyExclusive	('MIR3201(D),FAM19A5(D),LOC339685(D)', 'RB1(D)')	0.03
0.9312977099236641	False	0.7847139923876687	SPTBN4	EGFR(A)	0.007633587786259542	127	5	[5, 127]	2	1	131	2.2	122	MutuallyExclusive	('SPTBN4', 'EGFR(A)')	0.01
0.5555555555555556	False	0.60515771053926959	STAG2	RB1(D)	0.0	35	10	[10, 35]	2	0	45	1.9	25	MutuallyExclusive	('STAG2', 'RB1(D)')	0.03
0.7377049180327869	False	0.54026519667613637	CDK4(A)	ZNF208	0.0	8	53	[53, 8]	2	0	61	2.1	45	MutuallyExclusive	('CDK4(A)', 'ZNF208')	0.04
0.7627118644067796	False	0.58990689051957246	THSD7B	EGFR	0.0	52	7	[7, 52]	2	0	59	2.0	45	MutuallyExclusive	('THSD7B', 'EGFR')	0.03
0.7083333333333334	False	0.66181067661773096	UBASH3A	PTEN(D)	0.0	41	7	[7, 41]	2	0	48	1.9	34	MutuallyExclusive	('UBASH3A', 'PTEN(D)')	0.04
0.4909090909090909	False	0.43615798704401032	MDM4(A)	RIMS2	0.0	14	41	[41, 14]	2	0	55	2.1	27	MutuallyExclusive	('MDM4(A)', 'RIMS2')	0.0
0.9447513812154696	False	0.24456108464120987	CDKN2A(D)	NOTCH3	0.0	5	176	[176, 5]	2	0	181	2.9	171	MutuallyExclusive	('CDKN2A(D)', 'NOTCH3')	0.0
0.9226519337016574	False	0.95606912054333992	VWF	CDKN2A(D)	0.022099447513812154	176	9	[9, 176]	2	4	181	2.3	167	MutuallyExclusive	('VWF', 'CDKN2A(D)')	0.02
0.95	False	0.6438444881372114	MYOM3	CDKN2A(D)	0.005555555555555556	176	5	[5, 176]	2	1	180	2.4	171	MutuallyExclusive	('MYOM3', 'CDKN2A(D)')	0.01
0.8765432098765432	False	0.57107521015310025	PTEN	NLGN4X	0.0	5	76	[76, 5]	2	0	81	2.2	71	MutuallyExclusive	('PTEN', 'NLGN4X')	0.0
0.8765432098765432	False	0.57107521015310025	PTEN	PLCB3	0.0	5	76	[76, 5]	2	0	81	2.2	71	MutuallyExclusive	('PTEN', 'PLCB3')	0.01
0.8275862068965517	False	0.68115181359238564	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	INPP5D	0.0	5	53	[53, 5]	2	0	58	1.9	48	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'INPP5D')	0.04
0.7666666666666667	False	0.58371596363253875	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	MYT1	0.0	7	53	[53, 7]	2	0	60	2.0	46	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'MYT1')	0.02
0.803921568627451	False	0.71782110570967139	MYH14	PDGFRA(A)	0.0	46	5	[5, 46]	2	0	51	1.9	41	MutuallyExclusive	('MYH14', 'PDGFRA(A)')	0.03
0.8756756756756757	False	0.89943391065195877	IDH1	CDKN2A(D)	0.02702702702702703	176	14	[14, 176]	2	5	185	2.3	162	MutuallyExclusive	('IDH1', 'CDKN2A(D)')	0.01
0.2571428571428571	False	0.66534316311950903	FRMPD4(D)	NF1	0.0	22	13	[13, 22]	2	0	35	1.7	9	MutuallyExclusive	('FRMPD4(D)', 'NF1')	0.03
0.375	False	0.73143069349348533	TP53(D)	DOCK5	0.0	10	22	[22, 10]	2	0	32	1.6	12	MutuallyExclusive	('TP53(D)', 'DOCK5')	0.03
0.09803921568627451	False	0.39527851806788317	MDM2(A)	FLG	0.0	28	23	[23, 28]	2	0	51	2.1	5	MutuallyExclusive	('MDM2(A)', 'FLG')	0.0
0.9281767955801105	False	0.89448140095104489	NLRP7	CDKN2A(D)	0.016574585635359115	176	8	[8, 176]	2	3	181	2.3	168	MutuallyExclusive	('NLRP7', 'CDKN2A(D)')	0.04
0.75	False	0.77862017078109214	RB1(D)	LRRK2	0.0	5	35	[35, 5]	2	0	40	1.7	30	MutuallyExclusive	('RB1(D)', 'LRRK2')	0.04
0.9285714285714286	False	0.45720368152288071	NELL2(A)	CDKN2A(D)	0.005494505494505495	176	7	[7, 176]	2	1	182	2.6	169	MutuallyExclusive	('NELL2(A)', 'CDKN2A(D)')	0.0
0.9444444444444444	False	0.83957164671358098	CDKN2A(D)	HOOK1	0.011111111111111112	6	176	[176, 6]	2	2	180	2.3	170	MutuallyExclusive	('CDKN2A(D)', 'HOOK1')	0.01
0.6078431372549019	False	0.55379530133167321	CC2D1A	MDM4(A)	0.0	41	10	[10, 41]	2	0	51	2.0	31	MutuallyExclusive	('CC2D1A', 'MDM4(A)')	0.02
0.95	False	0.64384448813714468	CDKN2A(D)	KIAA1210	0.005555555555555556	5	176	[176, 5]	2	1	180	2.4	171	MutuallyExclusive	('CDKN2A(D)', 'KIAA1210')	0.0
0.9312977099236641	False	0.7847139923876687	ZNF318	EGFR(A)	0.007633587786259542	127	5	[5, 127]	2	1	131	2.2	122	MutuallyExclusive	('ZNF318', 'EGFR(A)')	0.04
0.6078431372549019	False	0.55379530133167321	CACNA1S	PTEN(D)	0.0	41	10	[10, 41]	2	0	51	2.0	31	MutuallyExclusive	('CACNA1S', 'PTEN(D)')	0.03
0.9312977099236641	False	0.7847139923876687	RHBDF2	EGFR(A)	0.007633587786259542	127	5	[5, 127]	2	1	131	2.2	122	MutuallyExclusive	('RHBDF2', 'EGFR(A)')	0.03
0.48936170212765956	False	0.5468447399774099	RB1(D)	DNAH11	0.0	12	35	[35, 12]	2	0	47	1.9	23	MutuallyExclusive	('RB1(D)', 'DNAH11')	0.01
0.8536585365853658	False	0.51028849310603552	PTEN	SPAM1	0.0	6	76	[76, 6]	2	0	82	2.2	70	MutuallyExclusive	('PTEN', 'SPAM1')	0.0
0.8275862068965517	False	0.6811518135923802	LYST	CDK4(A)	0.0	53	5	[5, 53]	2	0	58	1.9	48	MutuallyExclusive	('LYST', 'CDK4(A)')	0.03
0.7446808510638298	False	0.70218900658992944	KCNU1	MDM4(A)	0.0	41	6	[6, 41]	2	0	47	1.8	35	MutuallyExclusive	('KCNU1', 'MDM4(A)')	0.03
0.8275862068965517	False	0.68115181359238564	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	DOCK4	0.0	5	53	[53, 5]	2	0	58	1.9	48	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'DOCK4')	0.04
0.5217391304347826	False	0.57528391664830425	HSPG2	RB1(D)	0.0	35	11	[11, 35]	2	0	46	1.9	24	MutuallyExclusive	('HSPG2', 'RB1(D)')	0.01
0.7976190476190477	False	0.75547134203343536	PTEN	CALN1	0.011904761904761904	9	76	[76, 9]	2	1	84	2.0	67	MutuallyExclusive	('PTEN', 'CALN1')	0.04
0.673469387755102	False	0.62370079214886454	DSG3	PTEN(D)	0.0	41	8	[8, 41]	2	0	49	1.9	33	MutuallyExclusive	('DSG3', 'PTEN(D)')	0.02
0.9312977099236641	False	0.7847139923876687	IGF2BP1	EGFR(A)	0.007633587786259542	127	5	[5, 127]	2	1	131	2.2	122	MutuallyExclusive	('IGF2BP1', 'EGFR(A)')	0.03
0.8536585365853658	False	0.51028849310603552	PTEN	UGGT1	0.0	6	76	[76, 6]	2	0	82	2.2	70	MutuallyExclusive	('PTEN', 'UGGT1')	0.01
0.9392265193370166	False	0.54598090884889738	CDKN2A(D)	PRPF6	0.0055248618784530384	6	176	[176, 6]	2	1	181	2.5	170	MutuallyExclusive	('CDKN2A(D)', 'PRPF6')	0.01
0.7073170731707317	False	0.74045251535060863	RB1(D)	SCAF1	0.0	6	35	[35, 6]	2	0	41	1.7	29	MutuallyExclusive	('RB1(D)', 'SCAF1')	0.04
0.5185185185185185	False	0.46304893060600488	DNAH2	PTEN(D)	0.0	41	13	[13, 41]	2	0	54	2.1	28	MutuallyExclusive	('DNAH2', 'PTEN(D)')	0.03
0.8536585365853658	False	0.51028849310603552	PTEN	PREX1	0.0	6	76	[76, 6]	2	0	82	2.2	70	MutuallyExclusive	('PTEN', 'PREX1')	0.04
0.9444444444444444	False	0.83957164671358098	CDKN2A(D)	MACF1	0.011111111111111112	6	176	[176, 6]	2	2	180	2.3	170	MutuallyExclusive	('CDKN2A(D)', 'MACF1')	0.04
0.9022556390977443	False	0.6416595252728714	MYH7B	EGFR(A)	0.007518796992481203	127	7	[7, 127]	2	1	133	2.3	120	MutuallyExclusive	('MYH7B', 'EGFR(A)')	0.03
0.7358490566037735	False	0.62824751332023865	DCC	PDGFRA(A)	0.0	46	7	[7, 46]	2	0	53	1.9	39	MutuallyExclusive	('DCC', 'PDGFRA(A)')	0.01
0.559322033898305	False	0.42020465549441721	DNAH2	PDGFRA(A)	0.0	46	13	[13, 46]	2	0	59	2.1	33	MutuallyExclusive	('DNAH2', 'PDGFRA(A)')	0.0
0.9120879120879121	False	0.92921340507147887	CDKN2A(D)	PIK3CG	0.02197802197802198	10	176	[176, 10]	2	4	182	2.3	166	MutuallyExclusive	('CDKN2A(D)', 'PIK3CG')	0.02
0.803921568627451	False	0.71782110570967139	KCNC2	PDGFRA(A)	0.0	46	5	[5, 46]	2	0	51	1.9	41	MutuallyExclusive	('KCNC2', 'PDGFRA(A)')	0.04
0.7966101694915254	False	0.63059012434847395	C3	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	0.0	53	6	[6, 53]	2	0	59	2.0	47	MutuallyExclusive	('C3', 'QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)')	0.02
0.782608695652174	False	0.74496723730325753	MDM4(A)	SLC22A2	0.0	5	41	[41, 5]	2	0	46	1.8	36	MutuallyExclusive	('MDM4(A)', 'SLC22A2')	0.04
0.95	False	0.6438444881372114	C8B	CDKN2A(D)	0.005555555555555556	176	5	[5, 176]	2	1	180	2.4	171	MutuallyExclusive	('C8B', 'CDKN2A(D)')	0.02
0.6428571428571429	False	0.514028014933823	LAMA1	PDGFRA(A)	0.0	46	10	[10, 46]	2	0	56	2.0	36	MutuallyExclusive	('LAMA1', 'PDGFRA(A)')	0.02
0.3939393939393939	False	0.7209367093688186	MDM2(A)	ADAMTS16	0.0	10	23	[23, 10]	2	0	33	1.7	13	MutuallyExclusive	('MDM2(A)', 'ADAMTS16')	0.03
0.037037037037037035	False	0.7727450845963062	DNAH2	DIP2C,C10orf108,LARP4B,GTPBP4,IDI2,IDI2-AS1,IDI1,WDR37,LINC00200,ADARB2,ADARB2-AS1,LOC282980,LOC399708(D)	0.0	14	13	[13, 14]	2	0	27	1.5	1	MutuallyExclusive	('DNAH2', 'DIP2C,C10orf108,LARP4B,GTPBP4,IDI2,IDI2-AS1,IDI1,WDR37,LINC00200,ADARB2,ADARB2-AS1,LOC282980,LOC399708(D)')	0.04
0.803921568627451	False	0.71782110570967139	ENPP2	PDGFRA(A)	0.0	46	5	[5, 46]	2	0	51	1.9	41	MutuallyExclusive	('ENPP2', 'PDGFRA(A)')	0.02
0.15789473684210525	False	0.60497914169214018	HMCN1	TP53(D)	0.0	22	16	[16, 22]	2	0	38	1.8	6	MutuallyExclusive	('HMCN1', 'TP53(D)')	0.04
0.95	False	0.6438444881372114	GABRG2	CDKN2A(D)	0.005555555555555556	176	5	[5, 176]	2	1	180	2.4	171	MutuallyExclusive	('GABRG2', 'CDKN2A(D)')	0.0
0.803921568627451	False	0.71782110570967139	DISP1	PDGFRA(A)	0.0	46	5	[5, 46]	2	0	51	1.9	41	MutuallyExclusive	('DISP1', 'PDGFRA(A)')	0.03
0.2777777777777778	False	0.65293360627499741	MDM2(A)	HEATR7B2	0.0	13	23	[23, 13]	2	0	36	1.7	10	MutuallyExclusive	('MDM2(A)', 'HEATR7B2')	0.03
0.673469387755102	False	0.62370079214886454	MST1	MDM4(A)	0.0	41	8	[8, 41]	2	0	49	1.9	33	MutuallyExclusive	('MST1', 'MDM4(A)')	0.02
0.7966101694915254	False	0.6305901243484795	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	NLRP2	0.0	6	53	[53, 6]	2	0	59	2.0	47	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'NLRP2')	0.04
0.7666666666666667	False	0.58371596363245581	PLCG2	CDK4(A)	0.0	53	7	[7, 53]	2	0	60	2.0	46	MutuallyExclusive	('PLCG2', 'CDK4(A)')	0.04
0.75	False	0.77862017078103063	ALS2CR11	RB1(D)	0.0	35	5	[5, 35]	2	0	40	1.7	30	MutuallyExclusive	('ALS2CR11', 'RB1(D)')	0.04
0.8765432098765432	False	0.57107521015319307	EPHB2	PTEN	0.0	76	5	[5, 76]	2	0	81	2.2	71	MutuallyExclusive	('EPHB2', 'PTEN')	0.04
0.5588235294117647	False	0.31337276196708302	CDK4(A)	RPL5,FAM69A,SNORA66(D)	0.0	15	53	[53, 15]	2	0	68	2.3	38	MutuallyExclusive	('CDK4(A)', 'RPL5,FAM69A,SNORA66(D)')	0.0
0.95	False	0.6438444881372114	KIAA0649	CDKN2A(D)	0.005555555555555556	176	5	[5, 176]	2	1	180	2.4	171	MutuallyExclusive	('KIAA0649', 'CDKN2A(D)')	0.01
0.9444444444444444	False	0.83957164671358098	CDKN2A(D)	NALCN	0.011111111111111112	6	176	[176, 6]	2	2	180	2.3	170	MutuallyExclusive	('CDKN2A(D)', 'NALCN')	0.03
0.9337016574585635	False	0.76792397716480953	CDKN2A(D)	CELSR2	0.011049723756906077	7	176	[176, 7]	2	2	181	2.4	169	MutuallyExclusive	('CDKN2A(D)', 'CELSR2')	0.0
0.6825396825396826	False	0.46266889743593154	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	DSP	0.0	10	53	[53, 10]	2	0	63	2.1	43	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'DSP')	0.01
0.7446808510638298	False	0.70218900658985584	PTEN(D)	BRAF	0.0	6	41	[41, 6]	2	0	47	1.8	35	MutuallyExclusive	('PTEN(D)', 'BRAF')	0.03
0.8275862068965517	False	0.68115181359238564	CDK4(A)	RIMBP2	0.0	5	53	[53, 5]	2	0	58	1.9	48	MutuallyExclusive	('CDK4(A)', 'RIMBP2')	0.04
0.64	False	0.58773492368501834	FLNA	MDM4(A)	0.0	41	9	[9, 41]	2	0	50	1.9	32	MutuallyExclusive	('FLNA', 'MDM4(A)')	0.02
0.95	False	0.64384448813714468	CDKN2A(D)	LRBA	0.005555555555555556	5	176	[176, 5]	2	1	180	2.4	171	MutuallyExclusive	('CDKN2A(D)', 'LRBA')	0.0
0.95	False	0.64384448813714468	CDKN2A(D)	C2orf55	0.005555555555555556	5	176	[176, 5]	2	1	180	2.4	171	MutuallyExclusive	('CDKN2A(D)', 'C2orf55')	0.0
0.9444444444444444	False	0.83957164671367857	SKIV2L	CDKN2A(D)	0.011111111111111112	176	6	[6, 176]	2	2	180	2.3	170	MutuallyExclusive	('SKIV2L', 'CDKN2A(D)')	0.03
0.7358490566037735	False	0.62824751332023865	SEMA3C	PDGFRA(A)	0.0	46	7	[7, 46]	2	0	53	1.9	39	MutuallyExclusive	('SEMA3C', 'PDGFRA(A)')	0.04
0.3333333333333333	False	0.70873467761636888	FLG2	TP53(D)	0.0	22	11	[11, 22]	2	0	33	1.7	11	MutuallyExclusive	('FLG2', 'TP53(D)')	0.03
0.7377049180327869	False	0.54026519667613637	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	ADCY1	0.0	8	53	[53, 8]	2	0	61	2.1	45	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'ADCY1')	0.04
0.7083333333333334	False	0.66181067661773096	UBASH3A	MDM4(A)	0.0	41	7	[7, 41]	2	0	48	1.9	34	MutuallyExclusive	('UBASH3A', 'MDM4(A)')	0.02
0.9166666666666666	False	0.71281364341466502	EGFR(A)	BRAF	0.007575757575757576	6	127	[127, 6]	2	1	132	2.3	121	MutuallyExclusive	('EGFR(A)', 'BRAF')	0.03
0.5769230769230769	False	0.52177046726354059	SLIT3	MDM4(A)	0.0	41	11	[11, 41]	2	0	52	2.0	30	MutuallyExclusive	('SLIT3', 'MDM4(A)')	0.01
0.8765432098765432	False	0.57107521015310025	PTEN	ABCA4	0.0	5	76	[76, 5]	2	0	81	2.2	71	MutuallyExclusive	('PTEN', 'ABCA4')	0.01
0.8913043478260869	False	0.85476763973873549	MYO15A	CDKN2A(D)	0.021739130434782608	176	12	[12, 176]	2	4	184	2.3	164	MutuallyExclusive	('MYO15A', 'CDKN2A(D)')	0.0
0.95	False	0.64384448813714468	CDKN2A(D)	MAP3K15	0.005555555555555556	5	176	[176, 5]	2	1	180	2.4	171	MutuallyExclusive	('CDKN2A(D)', 'MAP3K15')	0.02
0.037037037037037035	False	0.7727450845963062	FRMPD4(D)	USH2A	0.0	14	13	[13, 14]	2	0	27	1.5	1	MutuallyExclusive	('FRMPD4(D)', 'USH2A')	0.04
0.9281767955801105	False	0.89448140095104489	FRYL	CDKN2A(D)	0.016574585635359115	176	8	[8, 176]	2	3	181	2.3	168	MutuallyExclusive	('FRYL', 'CDKN2A(D)')	0.02
0.8275862068965517	False	0.68115181359238564	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	SRMS	0.0	5	53	[53, 5]	2	0	58	1.9	48	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'SRMS')	0.04
0.7377049180327869	False	0.54026519667609318	DSCAM	CDK4(A)	0.0	53	8	[8, 53]	2	0	61	2.1	45	MutuallyExclusive	('DSCAM', 'CDK4(A)')	0.0
0.8275862068965517	False	0.6811518135923802	HOMER1	CDK4(A)	0.0	53	5	[5, 53]	2	0	58	1.9	48	MutuallyExclusive	('HOMER1', 'CDK4(A)')	0.04
0.7966101694915254	False	0.6305901243484795	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	NOTCH2	0.0	6	53	[53, 6]	2	0	59	2.0	47	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'NOTCH2')	0.01
0.8765432098765432	False	0.57107521015319307	CIITA	PTEN	0.0	76	5	[5, 76]	2	0	81	2.2	71	MutuallyExclusive	('CIITA', 'PTEN')	0.04
0.8313253012048193	False	0.45589589075541553	PTEN	LAMA2	0.0	7	76	[76, 7]	2	0	83	2.3	69	MutuallyExclusive	('PTEN', 'LAMA2')	0.02
0.7976190476190477	False	0.75547134203343536	PTEN	MICALCL	0.011904761904761904	9	76	[76, 9]	2	1	84	2.0	67	MutuallyExclusive	('PTEN', 'MICALCL')	0.03
0.13114754098360656	True	0.617180706069685	RB1(D)	FAF1(D)	0.01639344262295082	27	35	[35, 27]	2	1	61	2.0	8	MutuallyExclusive	('RB1(D)', 'FAF1(D)')	0.01
0.06382978723404255	False	0.76726354625463167	EGFR	PDGFRA(A)	0.0425531914893617	46	52	[52, 46]	2	4	94	2.1	6	MutuallyExclusive	('EGFR', 'PDGFRA(A)')	0.0
0.7966101694915254	False	0.63059012434847395	LINC00478(A)	CDK4(A)	0.0	53	6	[6, 53]	2	0	59	2.0	47	MutuallyExclusive	('LINC00478(A)', 'CDK4(A)')	0.03
0.782608695652174	False	0.74496723730325753	PTEN(D)	PRKDC	0.0	5	41	[41, 5]	2	0	46	1.8	36	MutuallyExclusive	('PTEN(D)', 'PRKDC')	0.04
0.30434782608695654	False	0.1692599185943178	PTEN	PTEN(D)	0.017391304347826087	41	76	[76, 41]	2	2	115	2.8	35	MutuallyExclusive	('PTEN', 'PTEN(D)')	0.0
0.7558139534883721	False	0.67290444019129436	PTEN	CABIN1	0.011627906976744186	11	76	[76, 11]	2	1	86	2.1	65	MutuallyExclusive	('PTEN', 'CABIN1')	0.03
0.8765432098765432	False	0.57107521015310025	PTEN	MYO18B	0.0	5	76	[76, 5]	2	0	81	2.2	71	MutuallyExclusive	('PTEN', 'MYO18B')	0.04
0.803921568627451	False	0.71782110570967139	LRRK2	PDGFRA(A)	0.0	46	5	[5, 46]	2	0	51	1.9	41	MutuallyExclusive	('LRRK2', 'PDGFRA(A)')	0.04
0.8536585365853658	False	0.51028849310603552	PTEN	SPHKAP	0.0	6	76	[76, 6]	2	0	82	2.2	70	MutuallyExclusive	('PTEN', 'SPHKAP')	0.01
0.5555555555555556	False	0.60515771053936951	RB1(D)	APOB	0.0	10	35	[35, 10]	2	0	45	1.9	25	MutuallyExclusive	('RB1(D)', 'APOB')	0.03
0.9444444444444444	False	0.83957164671358098	CDKN2A(D)	IGHMBP2	0.011111111111111112	6	176	[176, 6]	2	2	180	2.3	170	MutuallyExclusive	('CDKN2A(D)', 'IGHMBP2')	0.02
0.3582089552238806	False	0.58272452058296564	MIR3201(D),FAM19A5(D),LOC339685(D)	PDGFRA(A)	0.014925373134328358	46	22	[22, 46]	2	1	67	2.1	24	MutuallyExclusive	('MIR3201(D),FAM19A5(D),LOC339685(D)', 'PDGFRA(A)')	0.0
0.7966101694915254	False	0.6305901243484795	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	ZFHX3	0.0	6	53	[53, 6]	2	0	59	2.0	47	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'ZFHX3')	0.04
0.6875	False	0.99866980816200335	EGFR(A)	FLG	0.0763888888888889	28	127	[127, 28]	2	11	144	2.2	99	MutuallyExclusive	('EGFR(A)', 'FLG')	0.04
0.9337016574585635	False	0.76792397716485561	SPEN	CDKN2A(D)	0.011049723756906077	176	7	[7, 176]	2	2	181	2.4	169	MutuallyExclusive	('SPEN', 'CDKN2A(D)')	0.02
0.8275862068965517	False	0.68115181359238564	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	RPGRIP1L	0.0	5	53	[53, 5]	2	0	58	1.9	48	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'RPGRIP1L')	0.02
0.9312977099236641	False	0.7847139923876687	BRPF3	EGFR(A)	0.007633587786259542	127	5	[5, 127]	2	1	131	2.2	122	MutuallyExclusive	('BRPF3', 'EGFR(A)')	0.03
0.64	False	0.58773492368501834	PLEKHG4B	MDM4(A)	0.0	41	9	[9, 41]	2	0	50	1.9	32	MutuallyExclusive	('PLEKHG4B', 'MDM4(A)')	0.02
0.9312977099236641	False	0.7847139923876687	MYO18B	EGFR(A)	0.007633587786259542	127	5	[5, 127]	2	1	131	2.2	122	MutuallyExclusive	('MYO18B', 'EGFR(A)')	0.04
0.5909090909090909	False	0.63653625849254025	RB1(D)	PKD1L1	0.0	9	35	[35, 9]	2	0	44	1.8	26	MutuallyExclusive	('RB1(D)', 'PKD1L1')	0.02
0.7305699481865285	False	0.99990250174550921	CDKN2A(D)	RB1(D)	0.09326424870466321	35	176	[176, 35]	2	18	193	2.3	141	MutuallyExclusive	('CDKN2A(D)', 'RB1(D)')	0.01
0.5333333333333333	False	0.3928258819069263	CNTNAP2	PDGFRA(A)	0.0	46	14	[14, 46]	2	0	60	2.2	32	MutuallyExclusive	('CNTNAP2', 'PDGFRA(A)')	0.01
0.8592592592592593	False	0.88824358479886156	MDN1	EGFR(A)	0.022222222222222223	127	11	[11, 127]	2	3	135	2.2	116	MutuallyExclusive	('MDN1', 'EGFR(A)')	0.01
0.8275862068965517	False	0.68115181359238564	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	ZNF292	0.0	5	53	[53, 5]	2	0	58	1.9	48	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'ZNF292')	0.04
0.2558139534883721	False	0.53847436837294127	SYNE1	FAF1(D)	0.0	27	16	[16, 27]	2	0	43	1.9	11	MutuallyExclusive	('SYNE1', 'FAF1(D)')	0.02
0.0967741935483871	False	0.71312703894741114	DIP2C,C10orf108,LARP4B,GTPBP4,IDI2,IDI2-AS1,IDI1,WDR37,LINC00200,ADARB2,ADARB2-AS1,LOC282980,LOC399708(D)	PIK3R1	0.0	17	14	[14, 17]	2	0	31	1.6	3	MutuallyExclusive	('DIP2C,C10orf108,LARP4B,GTPBP4,IDI2,IDI2-AS1,IDI1,WDR37,LINC00200,ADARB2,ADARB2-AS1,LOC282980,LOC399708(D)', 'PIK3R1')	0.04
0.673469387755102	False	0.62370079214884344	MDM4(A)	ABCB4	0.0	8	41	[41, 8]	2	0	49	1.9	33	MutuallyExclusive	('MDM4(A)', 'ABCB4')	0.03
0.7666666666666667	False	0.58371596363245581	SCN7A	CDK4(A)	0.0	53	7	[7, 53]	2	0	60	2.0	46	MutuallyExclusive	('SCN7A', 'CDK4(A)')	0.04
0.9090909090909091	False	0.89069893877066608	SCN5A	EGFR(A)	0.015151515151515152	127	7	[7, 127]	2	2	132	2.2	120	MutuallyExclusive	('SCN5A', 'EGFR(A)')	0.04
0.9444444444444444	False	0.83957164671358098	CDKN2A(D)	DNMT3L	0.011111111111111112	6	176	[176, 6]	2	2	180	2.3	170	MutuallyExclusive	('CDKN2A(D)', 'DNMT3L')	0.04
0.6153846153846154	False	0.75230257915020993	FRMPD4(D)	CDK4(A)	0.015384615384615385	53	13	[13, 53]	2	1	65	1.9	40	MutuallyExclusive	('FRMPD4(D)', 'CDK4(A)')	0.04
