MutationFrequencyDifferenceRatio	Concordance	Probability	Gene0	Gene1	CooccurrenceRatio	MutationFrequency1	MutationFrequency0	MutationFrequencies	Somatic	SetScore	Overlap	Coverage	RoundedLogPCov	CombinedScore	AverageOverlapPMN	MutationFrequencyDifference	Type	GeneSet	PermutationProbability
0	FALSE	0.00038418	MYH8	CNTN6	0.25	5	5	"[5, 5]"	2	23.72217833	2	8	4.3	94.88871331	293.5	0	Cooccurring	"('MYH8', 'CNTN6')"	0.03
0	FALSE	0.00038418	ARHGEF19	CASZ1	0.25	5	5	"[5, 5]"	2	25.66621732	2	8	4.3	102.6648693	328.5	0	Cooccurring	"('ARHGEF19', 'CASZ1')"	0.03
0	FALSE	0.00038418	BPTF	NRK	0.25	5	5	"[5, 5]"	2	25.21571432	2	8	4.3	100.8628573	300	0	Cooccurring	"('BPTF', 'NRK')"	0.04
0	FALSE	0.00038418	MLL2	KIAA1244	0.25	5	5	"[5, 5]"	2	25.59873505	2	8	4.3	102.3949402	356.5	0	Cooccurring	"('MLL2', 'KIAA1244')"	0.04
0	FALSE	0.00038418	HOOK2	AGAP3	0.25	5	5	"[5, 5]"	2	25.68673947	2	8	4.3	102.7469579	356.5	0	Cooccurring	"('HOOK2', 'AGAP3')"	0.02
0	FALSE	0.00038418	HEATR5A	PCDHGA11	0.25	5	5	"[5, 5]"	2	19.8935696	2	8	4.3	79.57427841	283.5	0	Cooccurring	"('HEATR5A', 'PCDHGA11')"	0.03
0	FALSE	0.00038418	PCDHB3	SP1	0.25	5	5	"[5, 5]"	2	25.66714216	2	8	4.3	102.6685686	356.5	0	Cooccurring	"('PCDHB3', 'SP1')"	0.04
0	FALSE	0.00038418	MYH8	TRPM3	0.25	5	5	"[5, 5]"	2	23.62170904	2	8	4.3	94.48683616	289	0	Cooccurring	"('MYH8', 'TRPM3')"	0.04
0	FALSE	0.00038418	SALL4	BCL9	0.25	5	5	"[5, 5]"	2	25.66553164	2	8	4.3	102.6621265	328.5	0	Cooccurring	"('SALL4', 'BCL9')"	0.03
0	FALSE	0.00038418	RERE	WNK3	0.25	5	5	"[5, 5]"	2	26.3301454	2	8	4.3	105.3205816	329	0	Cooccurring	"('RERE', 'WNK3')"	0.03
0	FALSE	0.00038418	HEPH	DBH	0.25	5	5	"[5, 5]"	2	21.03547726	2	8	4.3	84.14190902	283.5	0	Cooccurring	"('HEPH', 'DBH')"	0.04
0	FALSE	0.00038418	NRK	SLITRK2	0.25	5	5	"[5, 5]"	2	23.97655238	2	8	4.3	95.90620952	300	0	Cooccurring	"('NRK', 'SLITRK2')"	0.04
0	FALSE	0.00038418	KIAA1211	UGT2A1	0.25	5	5	"[5, 5]"	2	21.18050617	2	8	4.3	84.72202466	283.5	0	Cooccurring	"('KIAA1211', 'UGT2A1')"	0.04
0	FALSE	0.00038418	NOS3	DKC1	0.25	5	5	"[5, 5]"	2	21.73084033	2	8	4.3	86.92336133	287.5	0	Cooccurring	"('NOS3', 'DKC1')"	0.03
0	FALSE	0.00038418	KIDINS220	N4BP3	0.25	5	5	"[5, 5]"	2	25.22250422	2	8	4.3	100.8900169	328.5	0	Cooccurring	"('KIDINS220', 'N4BP3')"	0.03
0	FALSE	0.00038418	LRBA	SCNN1B	0.25	5	5	"[5, 5]"	2	23.88315908	2	8	4.3	95.53263633	295.5	0	Cooccurring	"('LRBA', 'SCNN1B')"	0.04
0	FALSE	0.00038418	ULK2	WHSC1L1	0.25	5	5	"[5, 5]"	2	26.49540653	2	8	4.3	105.9816261	356.5	0	Cooccurring	"('ULK2', 'WHSC1L1')"	0.04
0	FALSE	0.00038418	ITSN1	ANK2	0.25	5	5	"[5, 5]"	2	23.87606355	2	8	4.3	95.5042542	286.5	0	Cooccurring	"('ITSN1', 'ANK2')"	0.04
0	FALSE	0.00038418	ZNF599	N4BP3	0.25	5	5	"[5, 5]"	2	24.12106627	2	8	4.3	96.48426508	328.5	0	Cooccurring	"('ZNF599', 'N4BP3')"	0.04
0	FALSE	0.00038418	NBAS	ZFC3H1	0.25	5	5	"[5, 5]"	2	24.96169662	2	8	4.3	99.84678647	297	0	Cooccurring	"('NBAS', 'ZFC3H1')"	0.04
0	FALSE	0.00038418	ARHGEF19	ZNF536	0.25	5	5	"[5, 5]"	2	25.30109748	2	8	4.3	101.2043899	328.5	0	Cooccurring	"('ARHGEF19', 'ZNF536')"	0.03
0	FALSE	0.00038418	TESK1	USP6	0.25	5	5	"[5, 5]"	2	25.13201589	2	8	4.3	100.5280636	328.5	0	Cooccurring	"('TESK1', 'USP6')"	0.04
0	FALSE	0.00038418	RAG1	NBAS	0.25	5	5	"[5, 5]"	2	24.31662147	2	8	4.3	97.26648587	297	0	Cooccurring	"('RAG1', 'NBAS')"	0.03
0	FALSE	0.00038418	AFM	GMIP	0.25	5	5	"[5, 5]"	2	21.94732597	2	8	4.3	87.78930387	289.5	0	Cooccurring	"('AFM', 'GMIP')"	0.04
0	FALSE	0.00038418	ST14	N4BP3	0.25	5	5	"[5, 5]"	2	24.49491046	2	8	4.3	97.97964185	328.5	0	Cooccurring	"('ST14', 'N4BP3')"	0.04
0	FALSE	0.00038418	MYH14	PCDH17	0.25	5	5	"[5, 5]"	2	24.06271607	2	8	4.3	96.25086428	295	0	Cooccurring	"('MYH14', 'PCDH17')"	0.03
0	FALSE	0.00038418	PCDHGA1	LYST	0.25	5	5	"[5, 5]"	2	23.67280594	2	8	4.3	94.69122374	289	0	Cooccurring	"('PCDHGA1', 'LYST')"	0.03
0	FALSE	0.00038418	PTPRD	ECT2L	0.25	5	5	"[5, 5]"	2	24.24268419	2	8	4.3	96.97073674	300	0	Cooccurring	"('PTPRD', 'ECT2L')"	0.04
0	FALSE	0.00038418	ULK2	KANK1	0.25	5	5	"[5, 5]"	2	26.85233161	2	8	4.3	107.4093264	356.5	0	Cooccurring	"('ULK2', 'KANK1')"	0.04
0	FALSE	0.00038418	ACVR2A	SHPRH	0.25	5	5	"[5, 5]"	2	22.37707271	2	8	4.3	89.50829085	289.5	0	Cooccurring	"('ACVR2A', 'SHPRH')"	0.02
0	FALSE	0.00038418	UHRF1BP1	WHSC1L1	0.25	5	5	"[5, 5]"	2	22.36529406	2	8	4.3	89.46117625	285	0	Cooccurring	"('UHRF1BP1', 'WHSC1L1')"	0.03
0	FALSE	0.00038418	RERE	PPEF2	0.25	5	5	"[5, 5]"	2	25.44273819	2	8	4.3	101.7709527	329	0	Cooccurring	"('RERE', 'PPEF2')"	0.04
0	FALSE	0.00038418	DISP1	MYO18B	0.25	5	5	"[5, 5]"	2	24.67416154	2	8	4.3	98.69664617	296	0	Cooccurring	"('DISP1', 'MYO18B')"	0.04
0	FALSE	0.00038418	RPGRIP1L	C21orf58	0.25	5	5	"[5, 5]"	2	24.40185873	2	8	4.3	97.6074349	328.5	0	Cooccurring	"('RPGRIP1L', 'C21orf58')"	0.02
0	FALSE	0.00038418	SALL4	LYST	0.25	5	5	"[5, 5]"	2	23.79582085	2	8	4.3	95.1832834	289	0	Cooccurring	"('SALL4', 'LYST')"	0.03
0	FALSE	0.00038418	KCNA4	LRP4	0.25	5	5	"[5, 5]"	2	22.99874121	2	8	4.3	91.99496485	291.5	0	Cooccurring	"('KCNA4', 'LRP4')"	0.04
0	FALSE	0.00038418	BPTF	NIPBL	0.25	5	5	"[5, 5]"	2	25.78779608	2	8	4.3	103.1511843	300	0	Cooccurring	"('BPTF', 'NIPBL')"	0.04
0	FALSE	0.00038418	HERC1	ECT2L	0.25	5	5	"[5, 5]"	2	25.16609606	2	8	4.3	100.6643842	300	0	Cooccurring	"('HERC1', 'ECT2L')"	0.04
0	FALSE	0.00038418	ACVR2A	PLCB2	0.25	5	5	"[5, 5]"	2	21.82035734	2	8	4.3	87.28142938	288	0	Cooccurring	"('ACVR2A', 'PLCB2')"	0.04
0	FALSE	0.00038418	DGKZ	SHPRH	0.25	5	5	"[5, 5]"	2	26.13352974	2	8	4.3	104.5341189	329	0	Cooccurring	"('DGKZ', 'SHPRH')"	0.03
0	FALSE	0.00038418	ASTL	SLC22A2	0.25	5	5	"[5, 5]"	2	20.89815982	2	8	4.3	83.59263928	288.5	0	Cooccurring	"('ASTL', 'SLC22A2')"	0.04
0	FALSE	0.00038418	MAP3K15	EPX	0.25	5	5	"[5, 5]"	2	22.33477131	2	8	4.3	89.33908523	303	0	Cooccurring	"('MAP3K15', 'EPX')"	0.04
0	FALSE	0.00038418	MLL2	SPTBN4	0.25	5	5	"[5, 5]"	2	25.7781445	2	8	4.3	103.112578	356.5	0	Cooccurring	"('MLL2', 'SPTBN4')"	0.04
0	FALSE	0.00038418	CAND1	NOTCH3	0.25	5	5	"[5, 5]"	2	24.30689954	2	8	4.3	97.22759817	295.5	0	Cooccurring	"('CAND1', 'NOTCH3')"	0.04
0	FALSE	0.00038418	USP6	N4BP3	0.25	5	5	"[5, 5]"	2	24.99185514	2	8	4.3	99.96742057	328.5	0	Cooccurring	"('USP6', 'N4BP3')"	0.03
0	FALSE	0.00038418	TJP3	KIF1B	0.25	5	5	"[5, 5]"	2	26.01881066	2	8	4.3	104.0752426	328.5	0	Cooccurring	"('TJP3', 'KIF1B')"	0.04
0	FALSE	0.00038418	SP1	TBC1D2	0.25	5	5	"[5, 5]"	2	22.72416481	2	8	4.3	90.89665925	97	0	Cooccurring	"('SP1', 'TBC1D2')"	0.02
0	FALSE	0.00038418	UGT2A1	TMPRSS15	0.25	5	5	"[5, 5]"	2	20.99004787	2	8	4.3	83.96019147	283.5	0	Cooccurring	"('UGT2A1', 'TMPRSS15')"	0.03
0	FALSE	0.00038418	INPP5D	PSD4	0.25	5	5	"[5, 5]"	2	21.58854297	2	8	4.3	86.35417188	284	0	Cooccurring	"('INPP5D', 'PSD4')"	0.04
0	FALSE	0.00038418	PLCB2	ZPBP	0.25	5	5	"[5, 5]"	2	21.41048278	2	8	4.3	85.64193112	288	0	Cooccurring	"('PLCB2', 'ZPBP')"	0.03
0	FALSE	0.00038418	KCNA4	ZC3H12B	0.25	5	5	"[5, 5]"	2	22.1758032	2	8	4.3	88.70321279	291.5	0	Cooccurring	"('KCNA4', 'ZC3H12B')"	0.04
0	FALSE	0.00038418	PCNT	PCDHGA11	0.25	5	5	"[5, 5]"	2	27.21569679	2	8	4.3	108.8627872	356.5	0	Cooccurring	"('PCNT', 'PCDHGA11')"	0.04
0	FALSE	0.00038418	INPP5D	C7orf52	0.25	5	5	"[5, 5]"	2	22.84279973	2	8	4.3	91.37119891	303	0	Cooccurring	"('INPP5D', 'C7orf52')"	0.04
0	FALSE	0.00038418	DISP1	PCDH17	0.25	5	5	"[5, 5]"	2	23.77323234	2	8	4.3	95.09292937	295	0	Cooccurring	"('DISP1', 'PCDH17')"	0.04
0	FALSE	0.00038418	ARHGEF19	BCL9	0.25	5	5	"[5, 5]"	2	25.39353862	2	8	4.3	101.5741545	328.5	0	Cooccurring	"('ARHGEF19', 'BCL9')"	0.04
0	FALSE	0.00038418	ANK2	TESK1	0.25	5	5	"[5, 5]"	2	23.32142018	2	8	4.3	93.28568074	289	0	Cooccurring	"('ANK2', 'TESK1')"	0.04
0	FALSE	0.00038418	KIAA0649	SVIL	0.25	5	5	"[5, 5]"	2	24.81475416	2	8	4.3	99.25901665	329	0	Cooccurring	"('KIAA0649', 'SVIL')"	0.03
0	FALSE	0.00038418	MYH3	KLF17	0.25	5	5	"[5, 5]"	2	22.12929592	2	8	4.3	88.51718368	289	0	Cooccurring	"('MYH3', 'KLF17')"	0.03
0	FALSE	0.00038418	SLC12A5	PVRL4	0.25	5	5	"[5, 5]"	2	21.21005112	2	8	4.3	84.84020449	285.5	0	Cooccurring	"('SLC12A5', 'PVRL4')"	0.04
0	FALSE	0.00038418	ZAN	DNHD1	0.25	5	5	"[5, 5]"	2	25.57911898	2	8	4.3	102.3164759	329	0	Cooccurring	"('ZAN', 'DNHD1')"	0.04
0	FALSE	0.00038418	LYST	KLF17	0.25	5	5	"[5, 5]"	2	22.80161986	2	8	4.3	91.20647944	289	0	Cooccurring	"('LYST', 'KLF17')"	0.03
0	FALSE	0.00038418	PCDHGA1	KLF17	0.25	5	5	"[5, 5]"	2	21.39567015	2	8	4.3	85.58268061	289	0	Cooccurring	"('PCDHGA1', 'KLF17')"	0.04
0	FALSE	0.00038418	HOMER1	C7	0.25	5	5	"[5, 5]"	2	22.00412892	2	8	4.3	88.01651567	295	0	Cooccurring	"('HOMER1', 'C7')"	0.03
0	FALSE	0.00038418	GRM6	LYST	0.25	5	5	"[5, 5]"	2	22.6980067	2	8	4.3	90.7920268	284.5	0	Cooccurring	"('GRM6', 'LYST')"	0.04
0	FALSE	0.00038418	NBAS	UPF1	0.25	5	5	"[5, 5]"	2	24.38599741	2	8	4.3	97.54398963	297	0	Cooccurring	"('NBAS', 'UPF1')"	0.02
0	FALSE	0.00038418	AFM	SCNN1B	0.25	5	5	"[5, 5]"	2	21.19123624	2	8	4.3	84.76494496	287.5	0	Cooccurring	"('AFM', 'SCNN1B')"	0.03
0	FALSE	0.00038418	ATP6V0A4	ZNF292	0.25	5	5	"[5, 5]"	2	23.31651817	2	8	4.3	93.26607268	289.5	0	Cooccurring	"('ATP6V0A4', 'ZNF292')"	0.03
0	FALSE	0.00038418	SHPRH	CASZ1	0.25	5	5	"[5, 5]"	2	26.42793302	2	8	4.3	105.7117321	329	0	Cooccurring	"('SHPRH', 'CASZ1')"	0.02
0	FALSE	0.00038418	RAG1	UPF1	0.25	5	5	"[5, 5]"	2	23.56532342	2	8	4.3	94.26129366	297	0	Cooccurring	"('RAG1', 'UPF1')"	0.04
0	FALSE	0.00038418	N4BP3	DPPA4	0.25	5	5	"[5, 5]"	2	23.46295186	2	8	4.3	93.85180745	328.5	0	Cooccurring	"('N4BP3', 'DPPA4')"	0.04
0	FALSE	0.00038418	NRK	NCAN	0.25	5	5	"[5, 5]"	2	23.06294402	2	8	4.3	92.25177607	288.5	0	Cooccurring	"('NRK', 'NCAN')"	0.04
0	FALSE	0.00038418	COL6A1	ANK2	0.25	5	5	"[5, 5]"	2	25.33439802	2	8	4.3	101.3375921	303	0	Cooccurring	"('COL6A1', 'ANK2')"	0.04
0	FALSE	0.00038418	RERE	SVIL	0.25	5	5	"[5, 5]"	2	26.5203535	2	8	4.3	106.081414	329	0	Cooccurring	"('RERE', 'SVIL')"	0.04
0	FALSE	0.00038418	ABCC8	CASZ1	0.25	5	5	"[5, 5]"	2	26.36288104	2	8	4.3	105.4515242	329	0	Cooccurring	"('ABCC8', 'CASZ1')"	0.04
0	FALSE	0.00038418	SLC4A11	ECT2L	0.25	5	5	"[5, 5]"	2	21.07931562	2	8	4.3	84.31726247	283.5	0	Cooccurring	"('SLC4A11', 'ECT2L')"	0.04
0	FALSE	0.00038418	FHDC1	NLGN4X	0.25	5	5	"[5, 5]"	2	20.99449494	2	8	4.3	83.97797974	283	0	Cooccurring	"('FHDC1', 'NLGN4X')"	0.03
0	FALSE	0.00038418	CASKIN2	LRRK2	0.25	5	5	"[5, 5]"	2	22.95867304	2	8	4.3	91.83469217	286	0	Cooccurring	"('CASKIN2', 'LRRK2')"	0.03
0	FALSE	0.00038418	SMARCA4	ABCG4	0.25	5	5	"[5, 5]"	2	26.21289977	2	8	4.3	104.8515991	356.5	0	Cooccurring	"('SMARCA4', 'ABCG4')"	0.04
0	FALSE	0.00038418	CARD6	SCNN1B	0.25	5	5	"[5, 5]"	2	21.64418486	2	8	4.3	86.57673944	287	0	Cooccurring	"('CARD6', 'SCNN1B')"	0.04
0	FALSE	0.00038418	TNN	LZTR1	0.25	5	5	"[5, 5]"	2	20.80205586	2	8	4.3	83.20822343	282	0	Cooccurring	"('TNN', 'LZTR1')"	0.04
0	FALSE	0.00038418	ERBB2	GMIP	0.25	5	5	"[5, 5]"	2	22.72843315	2	8	4.3	90.9137326	289.5	0	Cooccurring	"('ERBB2', 'GMIP')"	0.04
0	FALSE	0.00038418	CCDC45	USP43	0.25	5	5	"[5, 5]"	2	24.93722177	2	8	4.3	99.7488871	356.5	0	Cooccurring	"('CCDC45', 'USP43')"	0.04
0	FALSE	0.00038418	RPGRIP1L	MSH6	0.25	5	5	"[5, 5]"	2	26.28164671	2	8	4.3	105.1265869	328.5	0	Cooccurring	"('RPGRIP1L', 'MSH6')"	0.04
0	FALSE	0.00038418	PTPRD	ZNF599	0.25	5	5	"[5, 5]"	2	25.38607376	2	8	4.3	101.544295	328.5	0	Cooccurring	"('PTPRD', 'ZNF599')"	0.04
0	FALSE	0.00038418	ELTD1	TMPRSS15	0.25	5	5	"[5, 5]"	2	21.60184948	2	8	4.3	86.40739791	286.5	0	Cooccurring	"('ELTD1', 'TMPRSS15')"	0.01
0	FALSE	0.00038418	C21orf58	KIDINS220	0.25	5	5	"[5, 5]"	2	24.69937075	2	8	4.3	98.79748298	328.5	0	Cooccurring	"('C21orf58', 'KIDINS220')"	0.04
0	FALSE	0.00038418	MAP3K15	C7orf52	0.25	5	5	"[5, 5]"	2	21.41241005	2	8	4.3	85.64964018	303	0	Cooccurring	"('MAP3K15', 'C7orf52')"	0.03
0	FALSE	0.00038418	MLL3	LYST	0.25	5	5	"[5, 5]"	2	24.41979658	2	8	4.3	97.67918631	284.5	0	Cooccurring	"('MLL3', 'LYST')"	0.04
0	FALSE	0.00038418	UGT2B28	DIP2A	0.25	5	5	"[5, 5]"	2	20.89359688	2	8	4.3	83.57438752	19.5	0	Cooccurring	"('UGT2B28', 'DIP2A')"	0.04
0	FALSE	0.00038418	MLL2	PCDHGA1	0.25	5	5	"[5, 5]"	2	24.74990556	2	8	4.3	98.99962224	356.5	0	Cooccurring	"('MLL2', 'PCDHGA1')"	0.04
0	FALSE	0.00038418	ABCC8	SVIL	0.25	5	5	"[5, 5]"	2	26.52988041	2	8	4.3	106.1195216	329	0	Cooccurring	"('ABCC8', 'SVIL')"	0.02
0	FALSE	0.00038418	PCDHGA11	SLC22A2	0.25	5	5	"[5, 5]"	2	25.42363761	2	8	4.3	101.6945504	356.5	0	Cooccurring	"('PCDHGA11', 'SLC22A2')"	0.03
0	FALSE	0.00038418	RPGRIP1L	NIPBL	0.25	5	5	"[5, 5]"	2	26.56336522	2	8	4.3	106.2534609	328.5	0	Cooccurring	"('RPGRIP1L', 'NIPBL')"	0.03
0	FALSE	0.00038418	DDX11	PAPPA	0.25	5	5	"[5, 5]"	2	22.92749159	2	8	4.3	91.70996638	289.5	0	Cooccurring	"('DDX11', 'PAPPA')"	0.03
0	FALSE	0.00038418	MAP3K12	PCDHGA11	0.25	5	5	"[5, 5]"	2	25.8598017	2	8	4.3	103.4392068	356.5	0	Cooccurring	"('MAP3K12', 'PCDHGA11')"	0.04
0	FALSE	0.00038418	OTOA	ZNF599	0.25	5	5	"[5, 5]"	2	24.87011385	2	8	4.3	99.48045541	328.5	0	Cooccurring	"('OTOA', 'ZNF599')"	0.02
0	FALSE	0.00038418	DNMBP	ZNF292	0.25	5	5	"[5, 5]"	2	25.3835424	2	8	4.3	101.5341696	303	0	Cooccurring	"('DNMBP', 'ZNF292')"	0.04
0	FALSE	0.00038418	ZNF318	KIF1B	0.25	5	5	"[5, 5]"	2	26.89955645	2	8	4.3	107.5982258	328.5	0	Cooccurring	"('ZNF318', 'KIF1B')"	0.04
0	FALSE	0.00038418	CAND1	LRP4	0.25	5	5	"[5, 5]"	2	24.10947747	2	8	4.3	96.43790986	295.5	0	Cooccurring	"('CAND1', 'LRP4')"	0.04
0	FALSE	0.00038418	DGKZ	LRRK2	0.25	5	5	"[5, 5]"	2	26.53721636	2	8	4.3	106.1488654	329	0	Cooccurring	"('DGKZ', 'LRRK2')"	0.03
0	FALSE	0.00038418	IGF2BP1	SLC13A3	0.25	5	5	"[5, 5]"	2	24.22191864	2	8	4.3	96.88767456	329	0	Cooccurring	"('IGF2BP1', 'SLC13A3')"	0.04
0	FALSE	0.00038418	UHRF1BP1	LRBA	0.25	5	5	"[5, 5]"	2	23.92415881	2	8	4.3	95.69663524	289.5	0	Cooccurring	"('UHRF1BP1', 'LRBA')"	0.04
0	FALSE	0.00038418	MYOM3	KIF1B	0.25	5	5	"[5, 5]"	2	26.43863427	2	8	4.3	105.7545371	328.5	0	Cooccurring	"('MYOM3', 'KIF1B')"	0.04
0	FALSE	0.00038418	RERE	KIAA0649	0.25	5	5	"[5, 5]"	2	24.46866472	2	8	4.3	97.87465889	329	0	Cooccurring	"('RERE', 'KIAA0649')"	0.03
0	FALSE	0.00038418	ANK2	PCDHGA1	0.25	5	5	"[5, 5]"	2	23.71780646	2	8	4.3	94.87122583	289	0	Cooccurring	"('ANK2', 'PCDHGA1')"	0.04
0	FALSE	0.00038418	BCL9	LRP4	0.25	5	5	"[5, 5]"	2	26.25794599	2	8	4.3	105.031784	328.5	0	Cooccurring	"('BCL9', 'LRP4')"	0.04
0	FALSE	0.00038418	KIAA1210	SLC22A2	0.25	5	5	"[5, 5]"	2	22.79438412	2	8	4.3	91.17753646	292	0	Cooccurring	"('KIAA1210', 'SLC22A2')"	0.03
0	FALSE	0.00038418	UPF1	KIF1B	0.25	5	5	"[5, 5]"	2	24.34028009	2	8	4.3	97.36112036	297	0	Cooccurring	"('UPF1', 'KIF1B')"	0.03
0	FALSE	0.00038418	ZNF335	C7orf52	0.25	5	5	"[5, 5]"	2	21.18525723	2	8	4.3	84.74102892	287.5	0	Cooccurring	"('ZNF335', 'C7orf52')"	0.03
0	FALSE	0.00038418	RERE	C7orf52	0.25	5	5	"[5, 5]"	2	23.11800938	2	8	4.3	92.47203753	303	0	Cooccurring	"('RERE', 'C7orf52')"	0.03
0	FALSE	0.00038418	KCNQ5	KIF1B	0.25	5	5	"[5, 5]"	2	23.47840486	2	8	4.3	93.91361945	291	0	Cooccurring	"('KCNQ5', 'KIF1B')"	0.04
0	FALSE	0.00038418	ARHGEF19	MAP3K15	0.25	5	5	"[5, 5]"	2	22.44944585	2	8	4.3	89.79778342	303	0	Cooccurring	"('ARHGEF19', 'MAP3K15')"	0.04
0	FALSE	0.00038418	KLF17	PRX	0.25	5	5	"[5, 5]"	2	22.40499959	2	8	4.3	89.61999834	292.5	0	Cooccurring	"('KLF17', 'PRX')"	0.03
0	FALSE	0.00038418	RERE	UPF1	0.25	5	5	"[5, 5]"	2	22.96929955	2	8	4.3	91.8771982	289	0	Cooccurring	"('RERE', 'UPF1')"	0.02
0	FALSE	0.00038418	UHRF1BP1	DDX11	0.25	5	5	"[5, 5]"	2	22.80547664	2	8	4.3	91.22190658	289.5	0	Cooccurring	"('UHRF1BP1', 'DDX11')"	0.03
0	FALSE	0.00038418	DNMBP	DOCK10	0.25	5	5	"[5, 5]"	2	25.17984871	2	8	4.3	100.7193948	303	0	Cooccurring	"('DNMBP', 'DOCK10')"	0.04
0	FALSE	0.00038418	MYH3	ITGAD	0.25	5	5	"[5, 5]"	2	23.84528032	2	8	4.3	95.38112128	293.5	0	Cooccurring	"('MYH3', 'ITGAD')"	0.02
0	FALSE	0.00038418	COL24A1	RHBDF2	0.25	5	5	"[5, 5]"	2	24.31037851	2	8	4.3	97.24151405	303	0	Cooccurring	"('COL24A1', 'RHBDF2')"	0.04
0	FALSE	0.00038418	PCDHA13	ITGAD	0.25	5	5	"[5, 5]"	2	23.1318358	2	8	4.3	92.52734319	293.5	0	Cooccurring	"('PCDHA13', 'ITGAD')"	0.03
0	FALSE	0.00038418	ANK2	DOCK10	0.25	5	5	"[5, 5]"	2	26.10421825	2	8	4.3	104.416873	303	0	Cooccurring	"('ANK2', 'DOCK10')"	0.04
0	FALSE	0.00038418	ARHGEF19	INPP5D	0.25	5	5	"[5, 5]"	2	23.87983554	2	8	4.3	95.51934214	303	0	Cooccurring	"('ARHGEF19', 'INPP5D')"	0.04
0	FALSE	0.00038418	INPP5D	ZNF292	0.25	5	5	"[5, 5]"	2	25.10133749	2	8	4.3	100.40535	303	0	Cooccurring	"('INPP5D', 'ZNF292')"	0.04
0	FALSE	0.00038418	PDZD2	EPX	0.25	5	5	"[5, 5]"	2	24.06980773	2	8	4.3	96.2792309	296.5	0	Cooccurring	"('PDZD2', 'EPX')"	0.04
0	FALSE	0.00038418	KCNQ5	KCNC2	0.25	5	5	"[5, 5]"	2	22.33465856	2	8	4.3	89.33863424	291	0	Cooccurring	"('KCNQ5', 'KCNC2')"	0.04
0	FALSE	0.00038418	FTMT	PCDHGA11	0.25	5	5	"[5, 5]"	2	20.1368129	2	8	4.3	80.54725162	285	0	Cooccurring	"('FTMT', 'PCDHGA11')"	0.03
0	FALSE	0.00038418	OTOA	KIF1B	0.25	5	5	"[5, 5]"	2	26.21745911	2	8	4.3	104.8698364	328.5	0	Cooccurring	"('OTOA', 'KIF1B')"	0.03
0	FALSE	0.00038418	SLC4A11	ZNF318	0.25	5	5	"[5, 5]"	2	23.6963794	2	8	4.3	94.78551759	292.5	0	Cooccurring	"('SLC4A11', 'ZNF318')"	0.04
0	FALSE	0.00038418	AGAP3	CFTR	0.25	5	5	"[5, 5]"	2	26.40796108	2	8	4.3	105.6318443	356.5	0	Cooccurring	"('AGAP3', 'CFTR')"	0.03
0	FALSE	0.00038418	ZNF318	PCDHGA1	0.25	5	5	"[5, 5]"	2	26.83051738	2	8	4.3	107.3220695	356.5	0	Cooccurring	"('ZNF318', 'PCDHGA1')"	0.04
0	FALSE	0.00038418	FCRL2	NOS3	0.25	5	5	"[5, 5]"	2	22.88137351	2	8	4.3	91.52549403	296	0	Cooccurring	"('FCRL2', 'NOS3')"	0.04
0	FALSE	0.00038418	ANKRD52	CAND1	0.25	5	5	"[5, 5]"	2	21.34408647	2	8	4.3	85.37634589	283	0	Cooccurring	"('ANKRD52', 'CAND1')"	0.04
0	FALSE	0.00038418	KRT23	KIAA1210	0.25	5	5	"[5, 5]"	2	22.08381143	2	8	4.3	88.33524571	289	0	Cooccurring	"('KRT23', 'KIAA1210')"	0.03
0	FALSE	0.00038418	HFM1	ACVR2A	0.25	5	5	"[5, 5]"	2	22.21519233	2	8	4.3	88.86076933	289.5	0	Cooccurring	"('HFM1', 'ACVR2A')"	0.04
0	FALSE	0.00038418	SHPRH	DNHD1	0.25	5	5	"[5, 5]"	2	27.3592972	2	8	4.3	109.4371888	329	0	Cooccurring	"('SHPRH', 'DNHD1')"	0.04
0	FALSE	0.00038418	IGF2BP1	KIF1B	0.25	5	5	"[5, 5]"	2	25.54577289	2	8	4.3	102.1830915	329	0	Cooccurring	"('IGF2BP1', 'KIF1B')"	0.03
0	FALSE	0.00038418	SPTBN4	PITPNM1	0.25	5	5	"[5, 5]"	2	20.1853539	2	8	4.3	80.7414156	279	0	Cooccurring	"('SPTBN4', 'PITPNM1')"	0.04
0	FALSE	0.00038418	LAMA3	LYST	0.25	5	5	"[5, 5]"	2	24.8811286	2	8	4.3	99.52451441	288.5	0	Cooccurring	"('LAMA3', 'LYST')"	0.02
0	FALSE	0.00038418	BPTF	KANK1	0.25	5	5	"[5, 5]"	2	25.49562783	2	8	4.3	101.9825113	300	0	Cooccurring	"('BPTF', 'KANK1')"	0.04
0	FALSE	0.00038418	MYOM3	PCDHA13	0.25	5	5	"[5, 5]"	2	23.3449464	2	8	4.3	93.3797856	293.5	0	Cooccurring	"('MYOM3', 'PCDHA13')"	0.03
0	FALSE	0.00038418	KRT23	EPX	0.25	5	5	"[5, 5]"	2	21.21324294	2	8	4.3	84.85297178	289	0	Cooccurring	"('KRT23', 'EPX')"	0.04
0	FALSE	0.00038418	CIITA	SVIL	0.25	5	5	"[5, 5]"	2	26.27521922	2	8	4.3	105.1008769	329	0	Cooccurring	"('CIITA', 'SVIL')"	0.03
