ID	Gene0	Gene1	Gene2	TripletType	AverageCoverage	AverageSetScore	AverageCooccurrenceRatio	AverageCombinedScore	AverageTotalEdgeBetweennessCentrality	AverageAverageNodeClosenessCentrality	AverageAverageNodeClusteringCoefficient	AverageRoundedLogPCov	TripletScore	01Type	02Type	12Type	01Concordance	02Concordance	12Concordance	Somatic	Probability	Overlap	Coverage	CooccurrenceRatio
8232	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	ADCY1	TRRAP	CooccurringMutuallyExclusiveMutuallyExclusive	44	26.109960219041657	0.08333333333333333	104.43984087616663	0	0	0	3.233333333333333	32.30098171427834	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	9.8109401467202525e-06	0	65	0.0
8234	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	ADCY1	ZFHX3	CooccurringMutuallyExclusiveMutuallyExclusive	43	22.528471907735288	0.0909090909090909	82.60439699502939	0	0	0	3.3000000000000003	25.031635453039208	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	6.0884114177899262e-06	0	64	0.0
8235	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	ADCY1	BCAR3	CooccurringMutuallyExclusiveMutuallyExclusive	44	23.836905408210985	0.08333333333333333	95.34762163284394	0	0	0	3.233333333333333	29.48895514417854	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	9.8109401467202525e-06	0	65	0.0
8238	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	ADCY1	KIF1B	CooccurringMutuallyExclusiveMutuallyExclusive	43	25.580163007345863	0.09999999999999999	85.26721002448622	0	0	0	3.3333333333333335	25.580163007345863	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	3.3056343738814558e-06	0	63	0.0
8239	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	ADCY1	MYLK	CooccurringMutuallyExclusiveMutuallyExclusive	44	24.52318780676977	0.08333333333333333	98.09275122707908	0	0	0	3.233333333333333	30.33796429703477	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	9.8109401467202509e-06	0	65	0.0
8240	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	ADCY1	ZNF292	CooccurringMutuallyExclusiveMutuallyExclusive	43	24.875571572424427	0.09999999999999999	82.91857190808143	0	0	0	3.3333333333333335	24.875571572424427	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	3.3056343738814558e-06	0	63	0.0
8250	ESPL1	PTEN(D)	LRRK2	CooccurringMutuallyExclusiveMutuallyExclusive	33	23.494938009255534	0.125	62.65316802468143	0	0	0	3.333333333333334	18.795950407404426	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	1.6852522301462397e-06	0	49	0.0
8251	ESPL1	PTEN(D)	PRKD3	CooccurringMutuallyExclusiveMutuallyExclusive	34	22.989782536059785	0.1111111111111111	68.96934760817936	0	0	0	3.233333333333333	21.330726064385374	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	3.1669584888566435e-06	0	50	0.0
8269	CDKN2A(D)	MAP3K15	NOTCH3	CooccurringMutuallyExclusiveMutuallyExclusive	123	19.875157923943306	0.08518518518518518	79.50063169577322	0	0	0	3.1999999999999997	24.843947404929136	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	6.0492720341441901e-05	0	183	0.0
8290	EPHB2	PTEN	CABIN1	CooccurringMutuallyExclusiveMutuallyExclusive	60	24.060262476039348	0.08079904591532498	104.2611373961705	0	0	0	3.3333333333333335	31.278341218851146	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	1.0106436048789832e-05	0	88	0.0
8292	PTEN	PKD1L1	CABIN1	CooccurringMutuallyExclusiveMutuallyExclusive	62	23.544158616441422	0.0872093023255814	94.17663446576569	0	0	0	3.6999999999999997	25.453144450206945	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	8.8594666469992062e-07	0	91	0.0
8293	PDE6B	PTEN	CABIN1	CooccurringMutuallyExclusiveMutuallyExclusive	60	24.27319734782653	0.08079904591532498	105.18385517391496	0	0	0	3.3333333333333335	31.555156552174488	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	1.0106436048789832e-05	0	88	0.0
8296	DISP1	PTEN	CABIN1	CooccurringMutuallyExclusiveMutuallyExclusive	60	24.008910320046606	0.08079904591532498	104.03861138686862	0	0	0	3.3333333333333335	31.211583416060584	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	1.0106436048789832e-05	0	88	0.0
8306	C7	CELSR3	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	92	24.071011135516517	0.14814814814814814	54.15977505491217	0	0	0	4.6000000000000005	11.77386414237221	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	2.4934122845250855e-09	0	136	0.0
8344	AHNAK	EGFR(A)	FLG	CooccurringMutuallyExclusiveMutuallyExclusive	103	22.570553657445974	0.08252142067440575	144.45154340765424	0	0	0	3.7000000000000006	39.04095767774438	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	5.6106396635958128e-06	1	147	0.006802721088435374
8345	NOS3	EGFR(A)	FLG	CooccurringMutuallyExclusiveMutuallyExclusive	101	23.525108200595724	0.06134082555838281	235.25108200595724	0	0	0	3.0666666666666664	76.71230934976867	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	0.00039465259123548646	1	146	0.00684931506849315
8346	TMEM2	EGFR(A)	FLG	CooccurringMutuallyExclusiveMutuallyExclusive	102	23.11236351368865	0.07243265993265993	173.34272635266487	0	0	0	3.5333333333333337	49.059262175282505	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	1.8749749770566647e-05	1	146	0.00684931506849315
8347	EGFR(A)	FLG	PCNT	CooccurringMutuallyExclusiveMutuallyExclusive	101	25.019890217702358	0.07143997445721584	181.39420407834209	0	0	0	3.733333333333333	48.58773323527021	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	3.3992430060326001e-06	0	145	0.0
8394	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	BCL9	SIM2	CooccurringMutuallyExclusiveMutuallyExclusive	42	25.209472081901605	0.07407407407407407	113.44262436855723	0	0	0	2.6999999999999997	42.01578680316935	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	0.0002468320040510691	0	62	0.0
8429	PDGFRA	EGFR(A)	TAF1L	CooccurringMutuallyExclusiveMutuallyExclusive	93	21.845193363767592	0.08442317044045246	94.66250457632623	0	0	0	3.3333333333333335	28.398751372897866	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	2.4039627730995908e-05	0	137	0.0
8430	PDGFRA	EGFR(A)	PDGFRA(A)	CooccurringMutuallyExclusiveMutuallyExclusive	114	18.885765849101684	0.0689989493526158	151.08612679281347	0	0	0	4.066666666666666	37.15232626052791	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	6.918921576040746e-07	1	163	0.006134969325153374
8435	KIAA1409	FHOD3	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	123	22.929880983180407	0.11666666666666665	68.78964294954123	0	0	0	3.7999999999999994	18.102537618300328	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.2866030275855397e-06	0	182	0.0
8439	KIAA1409	CDKN2A(D)	IGHMBP2	CooccurringMutuallyExclusiveMutuallyExclusive	123	22.43958662232239	0.10925925925925926	74.79862207440797	0	0	0	3.5333333333333337	21.169421341813575	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	8.7966725161035123e-06	0	181	0.0
8440	KIAA1409	EVPL	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	125	21.682834369981485	0.12030965391621129	65.04850310994446	0	0	0	4.1000000000000005	15.865488563401087	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	2.2596934917054299e-07	0	183	0.0
8441	KIAA1409	C12orf35	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	124	21.189168320786276	0.10555555555555556	70.6305610692876	0	0	0	3.766666666666667	18.751476390076352	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.9307768210549342e-06	0	183	0.0
8443	KIAA1409	CDKN2A(D)	SCN5A	CooccurringMutuallyExclusiveMutuallyExclusive	124	22.758959350852223	0.10014788771694849	83.4495176197915	0	0	0	3.5	23.842719319940425	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	1.4021318459166874e-05	1	183	0.00546448087431694
8444	KIAA1409	MYO15A	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	126	23.275750054086686	0.07530193236714976	124.13733362179566	0	0	0	3.233333333333333	38.392989779936805	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	9.6052768306680126e-05	1	186	0.005376344086021506
8445	UBASH3A	FBN2	PTEN(D)	CooccurringMutuallyExclusiveMutuallyExclusive	35	22.00763350562654	0.0909090909090909	80.69465618729733	0	0	0	3.1999999999999997	25.217080058530417	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	8.5522273365473553e-06	0	52	0.0
8450	CDKN2A(D)	ITGAD	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	172	15.768992400321913	0.15880978065444085	33.488787984188804	0	0	0	16.9	1.9815850878218229	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	7.1197111181592898e-45	0	210	0.0
8457	PTPN3	SP1	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	123	25.80411805286885	0.07962962962962962	116.11853123790983	0	0	0	2.9666666666666663	39.14107794536287	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	0.0003106341027165506	0	182	0.0
8466	HOOK1	CDKN2A(D)	SPHKAP	CooccurringMutuallyExclusiveMutuallyExclusive	123	23.149605828520123	0.11851851851851852	69.44881748556037	0	0	0	3.5666666666666664	19.471631070717862	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	4.5274102122851708e-06	0	181	0.0
8468	SPHKAP	HOOK1	PDGFRA(A)	CooccurringMutuallyExclusiveMutuallyExclusive	37	23.149605828520123	0.1111111111111111	69.44881748556037	0	0	0	3.2999999999999994	21.04509620774557	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	2.8968317210850393e-06	0	55	0.0
8472	PTEN	NF1,RAB11FIP4(D)	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	132	17.519896491165056	0.09274382891371896	159.62572358617052	0	0	0	3.9666666666666672	40.2417790553371	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	2.2858015092345753e-06	1	181	0.0055248618784530384
8497	PTPRS	EGFR(A)	MYT1	CooccurringMutuallyExclusiveMutuallyExclusive	91	25.711647717527065	0.10503151818941292	85.70549239175689	0	0	0	3.5333333333333337	24.256271431629308	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	5.1248644522864531e-06	0	135	0.0
8534	ASPM	CDKN2A(D)	ZCCHC14	CooccurringMutuallyExclusiveMutuallyExclusive	123	23.64204548307971	0.10738694495600572	78.80681827693236	0	0	0	3.5666666666666664	22.09536961035487	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	7.2239998026152607e-06	0	182	0.0
8544	IDH1	TP53	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	135	17.34947495680871	0.07451356886840758	138.79579965446968	0	0	0	4.7	29.53102120307865	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.646418359511848e-08	0	189	0.0
8545	IDH1	TP53	PTEN(D)	CooccurringMutuallyExclusiveMutuallyExclusive	81	17.34947495680871	0.06287878787878788	138.79579965446968	0	0	0	4.433333333333333	31.30732323033151	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	2.8872249369436003e-08	0	114	0.0
8547	IDH1	TP53	MDM4(A)	CooccurringMutuallyExclusiveMutuallyExclusive	81	17.34947495680871	0.06287878787878788	138.79579965446968	0	0	0	4.433333333333333	31.30732323033151	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	2.8872249369436003e-08	0	114	0.0
8582	COL22A1	C7	CDK4(A)	CooccurringMutuallyExclusiveMutuallyExclusive	42	25.246353533751858	0.1111111111111111	75.73906060125557	0	0	0	3.3666666666666667	22.496750673640268	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	2.2368856238495052e-06	0	62	0.0
8619	MYH2	PDGFRA(A)	KIF21B	CooccurringMutuallyExclusiveMutuallyExclusive	41	22.642498775649727	0.06666666666666667	113.21249387824864	0	0	0	3.033333333333333	37.32280017964241	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	3.3268569840117293e-05	0	61	0.0
8634	WNK3	EGFR(A)	LRRK2	CooccurringMutuallyExclusiveMutuallyExclusive	90	24.71482825660641	0.14540167211922936	57.667932598748294	0	0	0	3.766666666666667	15.310070601437598	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	4.7789221113799345e-07	0	133	0.0
8675	ZDBF2	MET,CAPZA2,ST7-AS1,ST7,ST7-OT4(A)	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	95	19.568194826922667	0.07235920684063099	104.36370574358756	0	0	0	3.1999999999999997	32.613658044871116	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	6.5883551304378294e-05	0	139	0.0
8676	MET,CAPZA2,ST7-AS1,ST7,ST7-OT4(A)	BSN	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	94	20.403441437750804	0.07401960784313726	102.01720718875401	0	0	0	3.3666666666666667	30.302140749134857	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.8371984622018651e-05	0	139	0.0
8677	MET,CAPZA2,ST7-AS1,ST7,ST7-OT4(A)	CDKN2A(D)	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	175	15.768992400321913	0.1715572467906538	33.488787984188804	0	0	0	16.766666666666666	1.9973432197329308	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	2.1406056366876183e-44	0	211	0.0
8694	PTEN	PTCHD2	KIF1B	CooccurringMutuallyExclusiveMutuallyExclusive	56	25.740193586516	0.14285714285714285	60.06045170187067	0	0	0	3.6666666666666665	16.380123191419273	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	5.2643275848614787e-07	0	83	0.0
8777	SPHKAP	GABRA1	PDGFRA(A)	CooccurringMutuallyExclusiveMutuallyExclusive	38	22.511528662144343	0.09999999999999999	75.03842887381448	0	0	0	3.266666666666667	22.970947614433	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	4.7274504598192206e-06	0	56	0.0
8778	PTEN	POTEB	BCLAF1	CooccurringMutuallyExclusiveMutuallyExclusive	58	20.981172264493868	0.09487734487734488	76.93096496981086	0	0	0	3.366666666666667	22.85078167420124	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	5.8008442426277393e-06	0	86	0.0
8802	C7	EGFR(A)	ADAMTS3	CooccurringMutuallyExclusiveMutuallyExclusive	90	23.16970659758871	0.1275252525252525	61.785884260236564	0	0	0	3.733333333333333	16.549790426849082	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	8.6638710638376681e-07	0	134	0.0
8803	MLL2	BCAR3	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	CooccurringMutuallyExclusiveMutuallyExclusive	42	24.66250393815689	0.06666666666666667	123.31251969078444	0	0	0	2.6666666666666665	46.24219488404417	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	0.00031898290597898171	0	63	0.0
8814	C12orf35	NLRP7	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	124	22.576814334768514	0.09643395278754395	82.78165256081789	0	0	0	3.7000000000000006	22.37341961103186	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	2.9457274752368997e-06	0	184	0.0
8815	C12orf35	CDKN2A(D)	SKIV2L	CooccurringMutuallyExclusiveMutuallyExclusive	123	23.880355767648705	0.11481481481481481	71.64106730294613	0	0	0	3.7999999999999994	18.85291244814372	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	9.937187818787456e-07	0	183	0.0
8816	C12orf35	CDKN2A(D)	ESPL1	CooccurringMutuallyExclusiveMutuallyExclusive	124	24.086169030833386	0.11295273173726211	72.25850709250017	0	0	0	3.8666666666666667	18.68754493771556	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	6.4622416180212509e-07	0	184	0.0
8822	C12orf35	CDKN2A(D)	PLEC	CooccurringMutuallyExclusiveMutuallyExclusive	124	25.26392027130213	0.09643395278754395	92.63437432810781	0	0	0	3.6999999999999997	25.036317385975085	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	2.9457274752366011e-06	0	184	0.0
8825	C12orf35	ATP10B	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	123	23.714086716578425	0.11481481481481481	71.14226014973528	0	0	0	3.7999999999999994	18.721647407825078	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	9.937187818787456e-07	0	183	0.0
8827	C12orf35	CDKN2A(D)	IGHMBP2	CooccurringMutuallyExclusiveMutuallyExclusive	123	22.357193355766057	0.17037037037037037	44.714386711532114	0	0	0	4.633333333333333	9.650587060042904	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	3.1382714632765998e-09	0	182	0.0
8828	C12orf35	CDKN2A(D)	PTCHD2	CooccurringMutuallyExclusiveMutuallyExclusive	123	23.66574105004851	0.1287243947858473	63.10864280012936	0	0	0	3.9	16.181703282084452	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	5.3586989454180619e-07	0	182	0.0
8832	C12orf35	FHOD3	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	123	22.847487716624077	0.19047619047619047	39.983103504092135	0	0	0	4.966666666666667	8.050289296125934	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	3.0540266556623753e-10	0	183	0.0
8834	C12orf35	CDKN2A(D)	ADCY1	CooccurringMutuallyExclusiveMutuallyExclusive	124	20.66550070231323	0.25366300366300365	27.55400093641764	0	0	0	6.366666666666666	4.327853550222667	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	1.9000791675114544e-14	0	182	0.0
8838	PCDHA2	C12orf35	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	123	23.29554052693441	0.11481481481481481	69.88662158080324	0	0	0	3.7999999999999994	18.39121620547454	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	9.937187818787456e-07	0	183	0.0
8840	C12orf35	CDKN2A(D)	SCN5A	CooccurringMutuallyExclusiveMutuallyExclusive	124	24.417572529751244	0.10368324125230204	81.39190843250415	0	0	0	3.8000000000000003	21.418923271711616	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	1.5855917505921165e-06	0	184	0.0
8869	TP53	EGFR(A)	C2orf55	CooccurringMutuallyExclusiveMutuallyExclusive	131	18.27375973349341	0.05239577438219204	277.76114794909984	0	0	0	3.866666666666667	71.83477964200857	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	3.9726455864596779e-06	0	186	0.0
8877	PCDHA2	CDKN2A(D)	PTCHD2	CooccurringMutuallyExclusiveMutuallyExclusive	122	24.883436595593754	0.132428098489551	66.35583092158335	0	0	0	3.6666666666666665	18.09704479679546	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	2.4414380378505814e-06	0	180	0.0
8896	EGFR(A)	RB1	MYT1	CooccurringMutuallyExclusiveMutuallyExclusive	98	20.74003208779599	0.07493265723948815	114.07017648287794	0	0	0	3.6	31.68616013413276	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	6.7397180653770845e-06	0	143	0.0
8897	CDK4(A)	RB1	MYT1	CooccurringMutuallyExclusiveMutuallyExclusive	51	20.74003208779599	0.06060606060606061	114.07017648287794	0	0	0	3.6	31.68616013413276	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	1.5606630326151372e-06	0	75	0.0
8906	PTEN	ARAP3	KIF1B	CooccurringMutuallyExclusiveMutuallyExclusive	56	26.52897820580576	0.08333333333333333	106.11591282322304	0	0	0	2.9	36.59169407697346	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	0.00012529143910664111	0	84	0.0
8927	MDN1	ABCA13	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	125	23.62973946402157	0.08606090327401804	102.39553767742679	0	0	0	3.4666666666666663	29.53717433002696	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.5159198900493469e-05	0	184	0.0
9022	FHOD3	CALN1	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	124	21.07277372352954	0.09827557341369496	77.26683698627498	0	0	0	3.6999999999999997	20.882928915209455	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	3.1438118381498222e-06	0	183	0.0
9024	SPEG	CALN1	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	125	21.7804988675418	0.08431991581162851	101.64232804852841	0	0	0	3.2999999999999994	30.80070546925104	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	6.3182530120039452e-05	0	183	0.0
9028	RPGRIP1L	AKAP13	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	CooccurringMutuallyExclusiveMutuallyExclusive	42	24.154812934813254	0.1111111111111111	72.46443880443977	0	0	0	3.3666666666666667	21.524090733992008	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	2.236885623849841e-06	0	62	0.0
9037	CELSR3	EGFR(A)	PCDH17	CooccurringMutuallyExclusiveMutuallyExclusive	92	24.43447128070195	0.09999999999999999	81.44823760233983	0	0	0	3.766666666666667	21.623425912125615	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	7.0982662686669278e-07	0	137	0.0
9052	PLCB3	CDK4(A)	RB1	CooccurringMutuallyExclusiveMutuallyExclusive	50	22.623038735718485	0.047619047619047616	158.3612711500294	0	0	0	3.1666666666666665	50.008822468430346	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	2.368416530195923e-05	0	74	0.0
9055	MAP1B	EGFR(A)	MYT1	CooccurringMutuallyExclusiveMutuallyExclusive	91	22.2279474102743	0.10503151818941292	74.09315803424767	0	0	0	3.533333333333333	20.969761707805944	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	5.1248644522864522e-06	0	135	0.0
9095	NLRP7	FHOD3	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	124	24.317526997162645	0.10552486187845304	81.05842332387549	0	0	0	3.733333333333334	21.712077676038074	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.9650000849574705e-06	0	183	0.0
9105	MYO15A	CDKN2A(D)	C8B	CooccurringMutuallyExclusiveMutuallyExclusive	126	21.75426758480958	0.08052680009201749	101.51991539577804	0	0	0	3.433333333333333	29.568907396828557	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	1.9257555221709079e-05	1	186	0.005376344086021506
9107	RB1(D)	NWD1	ODZ1	CooccurringMutuallyExclusiveMutuallyExclusive	31	22.356018462734426	0.0909090909090909	81.9720676966929	0	0	0	3.0999999999999996	26.442602482804165	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	8.8591713098587049e-06	0	46	0.0
9110	ARID2(D)	EGFR	CDK4(A)	CooccurringMutuallyExclusiveMutuallyExclusive	73	17.38145779545967	0.08333333333333333	97.33616365457415	0	0	0	5.1000000000000005	19.085522285210615	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	1.7840310167971825e-10	0	101	0.0
9111	ARID2(D)	CDK4(A)	FAF1(D)	CooccurringMutuallyExclusiveMutuallyExclusive	58	17.38145779545967	0.06807081807081806	97.33616365457415	0	0	0	5.0	19.46723273091483	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	2.0266362165586258e-10	0	81	0.0
9122	ATP10B	CDKN2A(D)	ADCY1	CooccurringMutuallyExclusiveMutuallyExclusive	124	25.141952206067636	0.09827579827579826	92.18715808891467	0	0	0	3.5	26.33918802540419	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	1.0382623786752934e-05	0	183	0.0
9168	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	IGHMBP2	KIF1B	CooccurringMutuallyExclusiveMutuallyExclusive	42	26.087936223130487	0.07407407407407407	117.3957130040872	0	0	0	2.6999999999999997	43.479893705217485	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	0.00024683200405107132	0	62	0.0
9169	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	IGHMBP2	MYLK	CooccurringMutuallyExclusiveMutuallyExclusive	43	24.345740618816677	0.09999999999999999	81.15246872938893	0	0	0	3.3333333333333335	24.345740618816677	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	4.1243021031799345e-06	0	63	0.0
9174	C12orf35	IGHMBP2	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	CooccurringMutuallyExclusiveMutuallyExclusive	42	22.357193355766057	0.16666666666666666	44.714386711532114	0	0	0	4.2	10.64628255036479	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	8.0659524685991062e-09	0	61	0.0
9175	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	IGHMBP2	ZNF292	CooccurringMutuallyExclusiveMutuallyExclusive	41	24.698124384471335	0.125	65.8616650252569	0	0	0	3.4333333333333336	19.183009230657348	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	1.3837728119703156e-06	0	61	0.0
9178	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	IGHMBP2	BCAR3	CooccurringMutuallyExclusiveMutuallyExclusive	43	23.659458220257893	0.09999999999999999	78.86486073419297	0	0	0	3.3333333333333335	23.659458220257893	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	4.1243021031799345e-06	0	63	0.0
9351	ZNF831	COL22A1	RB1(D)	CooccurringMutuallyExclusiveMutuallyExclusive	31	23.30738920795783	0.0909090909090909	85.46042709584538	0	0	0	3.1333333333333333	27.274604392291078	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	9.680247297618146e-06	0	46	0.0
